DATA,MODEL,LP,ACC,Gmacro,Fmacro,MCC
australian,ST(RF),0.9,0.8730434782608695,0.8705358986467029,0.8711308883917079,0.7430284662183072
australian,ST(RF),0.99,0.870144927536232,0.8674773696365744,0.8681757889497886,0.7375698809649666
australian,ST(RotF),0.05,0.7834782608695652,0.777680381707657,0.7712131101832991,0.5826231089343661
australian,ST(RotF),0.1,0.8220289855072463,0.8200495831761231,0.8162979487394114,0.6525787512662632
australian,ST(RotF),0.15,0.8298550724637682,0.828141250501073,0.8265339081462775,0.6618298477119063
australian,ST(RotF),0.2,0.8515942028985506,0.8505117118043473,0.8490246788092805,0.7059275648439114
australian,ST(RotF),0.3,0.8507246376811594,0.8489779926031178,0.8483740068126175,0.7009002908183141
australian,ST(RotF),0.4,0.8582608695652174,0.8580253119512917,0.8566797534204902,0.7166833019648815
australian,ST(RotF),0.5,0.8565217391304347,0.8557552105206672,0.8548655127001326,0.7118330251455272
australian,ST(RotF),0.6,0.8515942028985506,0.8518697832436957,0.8503016956460396,0.7018233548236441
australian,ST(RotF),0.7,0.8544927536231883,0.853642821062266,0.8529126770538985,0.7066220230153968
australian,ST(RotF),0.8,0.8559420289855073,0.8543670274809114,0.8541158913850685,0.7095085254347517
australian,ST(RotF),0.9,0.8602898550724637,0.8588014425486996,0.8585777389802667,0.7177879218282189
australian,ST(RotF),0.99,0.8585507246376812,0.8569270395172189,0.8567655950031327,0.7146347178243195
australian,Tri(RF),0.05,0.7463768115942029,0.7282657927719716,0.7047739872477752,0.5068017149357453
australian,Tri(RF),0.1,0.8310144927536232,0.8218199555722654,0.8223523954651986,0.6684548600809943
australian,Tri(RF),0.15,0.8486956521739131,0.8439178671032114,0.8444692640648812,0.7025879847721537
australian,Tri(RF),0.2,0.8466666666666667,0.8424912793433255,0.8422631952814046,0.6978613108318632
australian,Tri(RF),0.3,0.8536231884057971,0.8455624115622768,0.8487788365828199,0.7072257149411045
australian,Tri(RF),0.4,0.8646376811594203,0.8609855741241443,0.8620426110416656,0.7279822420542407
australian,Tri(RF),0.5,0.8634782608695651,0.8588625740138195,0.8606114358208765,0.7249387970852623
australian,Tri(RF),0.6,0.8666666666666666,0.8652556405713165,0.8649535322689725,0.7312391117509323
australian,Tri(RF),0.7,0.8623188405797102,0.8594237449064982,0.8600561479524356,0.7221678789306626
australian,Tri(RF),0.8,0.8634782608695651,0.8601010698186938,0.8610781362709247,0.7240943730593734
australian,Tri(RF),0.9,0.871304347826087,0.8682726119759343,0.8692215984425558,0.7396203089695407
australian,Tri(RF),0.99,0.8727536231884058,0.8700131369877001,0.8707986234253872,0.7425237290180986
australian,Tri(RotF),0.05,0.7565217391304347,0.7427791904481926,0.7309635105767794,0.5273316715220216
australian,Tri(RotF),0.1,0.8257971014492753,0.8214385755293708,0.8199048035666621,0.6564786722200119
australian,Tri(RotF),0.15,0.8347826086956521,0.833090735104132,0.8314134098504334,0.6727147706239893
australian,Tri(RotF),0.2,0.855072463768116,0.8555567523396,0.8533100999025611,0.7129151988624309
australian,Tri(RotF),0.3,0.8547826086956523,0.854439142833478,0.8530481327892929,0.7092110242131534
australian,Tri(RotF),0.4,0.8611594202898551,0.8610821699078647,0.8597102123222001,0.7223298879382799
australian,Tri(RotF),0.5,0.8573913043478261,0.8557621683252072,0.8555168139716681,0.7128004746099807
australian,Tri(RotF),0.6,0.8559420289855073,0.8558589290269495,0.8545701569307587,0.7103060059526346
australian,Tri(RotF),0.7,0.8588405797101449,0.8577374491066457,0.8572409152309317,0.7150019682850531
australian,Tri(RotF),0.8,0.8559420289855073,0.8544293178857295,0.8541322447815425,0.7095333993665565
australian,Tri(RotF),0.9,0.8628985507246376,0.8618089997382421,0.8612896254862843,0.7234397396755392
australian,Tri(RotF),0.99,0.8573913043478261,0.8557500383443081,0.8556102603008602,0.7120123889469949
balance,RF,0.05,0.7117063979683789,0.6675391879801709,0.5238122273958818,0.5086017415333086
balance,RF,0.1,0.7196762103710985,0.6721127167465196,0.5306424098918241,0.5162446853323137
balance,RF,0.15,0.7679814860326042,0.7038685745061737,0.5645725870716405,0.5924393076589397
balance,RF,0.2,0.783041492586221,0.7149439197028082,0.5745917837642383,0.6163671208952364
balance,RF,0.3,0.7964938150241665,0.7247690588701554,0.5862059759296943,0.6390533273070826
balance,RF,0.4,0.8047943802736135,0.7277936584871006,0.5871501939368272,0.6535523873764856
balance,RF,0.5,0.8217590317031211,0.7394297965521547,0.5989073282052498,0.6842322773656082
balance,RF,0.6,0.8377549766527401,0.7434327200716001,0.5950319712270695,0.7095376824425997
balance,RF,0.7,0.8335975260096665,0.742915968706135,0.5981631052641776,0.703742793035666
balance,RF,0.8,0.8387216351273858,0.7443666066547866,0.5965804705508226,0.7114791881463316
balance,RF,0.9,0.832958548373884,0.7413970794981705,0.5956671334183155,0.7020670522671503
balance,RF,0.99,0.8374447038584419,0.744789942303995,0.5993531073722194,0.7105353897735143
balance,RotF,0.05,0.7357028753993611,0.7017065414601198,0.5695722488823503,0.5570187582855712
balance,RotF,0.1,0.7673251003522569,0.7155953838122386,0.584856195850114,0.6003286788615191
balance,RotF,0.15,0.8105277709510936,0.741662089963565,0.6129258861405921,0.6692203405661864
balance,RotF,0.2,0.8467344556402064,0.7648673772367954,0.6334041517583103,0.7278046360048983
balance,RotF,0.3,0.8528098631932497,0.7685728318298366,0.6379761113520939,0.7393216209427357
balance,RotF,0.4,0.8745473908413205,0.7902355989284926,0.6684864539040071,0.7775003530472021
balance,RotF,0.5,0.8796776439747684,0.7880685840484928,0.6632724012403293,0.7859711108164884
balance,RotF,0.6,0.8899166461866143,0.7947835872286364,0.6708497449573735,0.8042470254805956
balance,RotF,0.7,0.8876740804456459,0.7917630957848342,0.6638851542588378,0.8000995925205933
balance,RotF,0.8,0.8944048496764152,0.7956024063423975,0.6720164379124525,0.8121002071305975
balance,RotF,0.9,0.895674612927009,0.8033138439444837,0.688925007967762,0.8142916759253929
balance,RotF,0.99,0.8982397394937331,0.8064209240250474,0.6946503577375774,0.8188000210001357
balance,SSRF,0.05,0.7050186368477103,0.6570920507402922,0.50673888116644,0.49777999332771816
balance,SSRF,0.1,0.7372767674285245,0.680614527425911,0.5333814378975628,0.5455077103623054
balance,SSRF,0.15,0.7734168919472434,0.7106294455547242,0.5737443711238662,0.601973902293979
balance,SSRF,0.2,0.795206643729008,0.7179931130919064,0.5733485071100851,0.6343338296670555
balance,SSRF,0.3,0.8019292209388056,0.7258934762159479,0.5861842228726128,0.6467830457668841
balance,SSRF,0.4,0.810551323011387,0.7272117351812255,0.5804537385315992,0.6652056847699725
balance,SSRF,0.5,0.8287990497255674,0.7446788827721594,0.6060720363989346,0.6952835594408959
balance,SSRF,0.6,0.8403190792168427,0.7463242257915934,0.5981870992397665,0.7142135848116681
balance,SSRF,0.7,0.8425606209551896,0.7468833972499762,0.5977209236313284,0.718800837393297
balance,SSRF,0.8,0.8502478086343901,0.7516537376374508,0.6034414013356263,0.7314737138097127
balance,SSRF,0.9,0.843524207421971,0.7490235155424021,0.6030859012999289,0.7196303646096872
balance,SSRF,0.99,0.8444857458835096,0.7492517001374623,0.60290485748061,0.7213098290758502
balance,SSRotF,0.05,0.7533198164987303,0.6883001310203907,0.540599784848203,0.5766203198267993
balance,SSRotF,0.1,0.7836517981486033,0.7095767121757048,0.561877295509245,0.6259654645076831
balance,SSRotF,0.15,0.8271923896125173,0.7407588148726212,0.5995771947258104,0.6951942376892218
balance,SSRotF,0.2,0.854091914475301,0.7559442039917682,0.6092686547664231,0.7388967139808714
balance,SSRotF,0.3,0.8617719341361514,0.7605527127218089,0.613539360828603,0.7534215562641163
balance,SSRotF,0.4,0.8748740476775622,0.7716595805943813,0.6284161737733078,0.777383741091576
balance,SSRotF,0.5,0.8828807241746539,0.7756647466545035,0.6301438744044063,0.7915190083977965
balance,SSRotF,0.6,0.8873617596461048,0.7740924412515329,0.6199948489924669,0.79961290114541
balance,SSRotF,0.7,0.8857489555173261,0.7756362992631586,0.6266343573367645,0.7968389796185738
balance,SSRotF,0.8,0.8899207421971,0.7760364495984996,0.6222511021169804,0.8044394172981051
balance,SSRotF,0.9,0.890881256656017,0.7780933047693769,0.6271713043822695,0.8059688513081845
balance,SSRotF,0.99,0.8915243303022855,0.7786763536594201,0.6281194907207954,0.8070798863036115
balance,ST(RF),0.05,0.6838781027279429,0.6463475652335667,0.49808776710105745,0.45246737088347844
balance,ST(RF),0.1,0.6860592283116245,0.6450537967599106,0.4994099123157302,0.45545013470862905
balance,ST(RF),0.15,0.7395009011223068,0.6785274388097255,0.5332832353107773,0.5368250729239186
balance,ST(RF),0.2,0.7404716556074383,0.6810249186209754,0.5374798189286294,0.5365610868189133
balance,ST(RF),0.3,0.7715347751290244,0.7046496489757796,0.5634508522496209,0.5928967806329319
balance,ST(RF),0.4,0.7903969034160727,0.7130608013216791,0.5671929045899382,0.6259241043399101
balance,ST(RF),0.5,0.8140779880396494,0.7338146235414029,0.5936277436042126,0.6698978940896703
balance,ST(RF),0.6,0.8291257065618088,0.7374409011021033,0.5892303599162547,0.6941418863086832
balance,ST(RF),0.7,0.837759072663226,0.7452740539222346,0.5993710240111165,0.7106764738095154
balance,ST(RF),0.8,0.844482673875645,0.7487669515729307,0.6015019224150423,0.7215763701928983
balance,ST(RF),0.9,0.8316826411075612,0.7406778840668761,0.5951201889603782,0.70018973779807
balance,ST(RF),0.99,0.8326380355533709,0.7410478089452921,0.594767653724949,0.7010523232861565
balance,ST(RotF),0.05,0.692199148029819,0.6501489721283592,0.5011321958562004,0.4720185400954193
balance,ST(RotF),0.1,0.7382034898009339,0.6809781743203496,0.535018488152416,0.5452953434237373
balance,ST(RotF),0.15,0.803803145736053,0.7234486695530656,0.579764407762219,0.6522875898131292
balance,ST(RotF),0.2,0.8560057753747848,0.7597795866995607,0.6190199484618265,0.7435067187015659
balance,ST(RotF),0.3,0.8591924715327272,0.7608319943011453,0.6153415531082634,0.7484150434794061
balance,ST(RotF),0.4,0.8768053166216105,0.7761435929874239,0.6389014205461051,0.780443865794136
balance,ST(RotF),0.5,0.8844802162693537,0.7875501704635484,0.6602399613482943,0.7948074362690201
balance,ST(RotF),0.6,0.8908894486769887,0.786054109304348,0.6498985899394591,0.805706579492407
balance,ST(RotF),0.7,0.8940771688375522,0.7941874576555789,0.6666466415875691,0.8117496459291216
balance,ST(RotF),0.8,0.897599737855329,0.7983806896958772,0.6758576555970552,0.8178828343374734
balance,ST(RotF),0.9,0.8969576882116819,0.803004894540079,0.6856741129746181,0.8168209407980742
balance,ST(RotF),0.99,0.8982376914884902,0.8008777062901352,0.6812636978906411,0.8188269753960699
balance,Tri(RF),0.05,0.6669267633325141,0.6497198899074774,0.5083493313377312,0.4463517771679354
balance,Tri(RF),0.1,0.7059074711231261,0.6667863745235691,0.5286247839573397,0.4930973387249236
balance,Tri(RF),0.15,0.7551896452854919,0.6909913597376104,0.546425677041786,0.5666377896379337
balance,Tri(RF),0.2,0.7625634881625297,0.7022075937271153,0.5615210565035789,0.5809942085727262
balance,Tri(RF),0.3,0.7840101990661096,0.7128620504959059,0.5697066202129519,0.615384691566952
balance,Tri(RF),0.4,0.7903958794134514,0.7158551531747878,0.5733922372051804,0.6273866482623008
balance,Tri(RF),0.5,0.8118354222986811,0.7354336632055183,0.5983180919067965,0.66597142534333
balance,Tri(RF),0.6,0.8214395428852297,0.7342662843393266,0.5876895914413209,0.6812482879151153
balance,Tri(RF),0.7,0.8307180306381584,0.7439901623836589,0.6021877527757845,0.6979280470439496
balance,Tri(RF),0.8,0.8345621364790693,0.7414774419427256,0.5932907919929931,0.7042055143434803
balance,Tri(RF),0.9,0.8351970181043663,0.7434652138454629,0.5980933312311201,0.7060533655647376
balance,Tri(RF),0.99,0.841921643319407,0.7475749991482038,0.6014628238621924,0.7179107710039222
balance,Tri(RotF),0.05,0.7184443352174982,0.696298787199273,0.5606532573997034,0.5350489763990315
balance,Tri(RotF),0.1,0.758357909396248,0.7008242013380295,0.5641244641392016,0.5886452623597906
balance,Tri(RotF),0.15,0.8191703530761039,0.7443661845697882,0.612350515355847,0.6807138553462218
balance,Tri(RotF),0.2,0.8556914065700008,0.7650075364894942,0.6304282274078054,0.7426600620993377
balance,Tri(RotF),0.3,0.8556770705333004,0.7606359493267822,0.6191185408014819,0.7429957210927657
balance,Tri(RotF),0.4,0.8713514786597854,0.781186470815484,0.6538983561353143,0.7716640236058735
balance,Tri(RotF),0.5,0.8796755959695257,0.7818279741149169,0.6480585225247036,0.7856607145531661
balance,Tri(RotF),0.6,0.8857561235356762,0.7790786198112691,0.6363871977326181,0.7968761817422259
balance,Tri(RotF),0.7,0.8895940853608586,0.789648250181299,0.6599500837775691,0.8033480348107188
balance,Tri(RotF),0.8,0.8937638240353895,0.7909131807452343,0.6606868972544314,0.8110457637989255
balance,Tri(RotF),0.9,0.8963084705496847,0.801521106359633,0.6847828122324452,0.8153009700100803
balance,Tri(RotF),0.99,0.8985653723273531,0.8053232311469394,0.690630234256865,0.8194013506815867
banana,RF,0.05,0.8398113207547169,0.8339667767506345,0.8362544890182576,0.6774543717524646
banana,RF,0.1,0.8692830188679246,0.8658117310819089,0.8672351566380498,0.7357518936596199
banana,RF,0.15,0.8762641509433962,0.8730300036387588,0.8744035123733533,0.7497364617694087
banana,RF,0.2,0.8797735849056604,0.8771019013666072,0.8780837389064973,0.7568740536943177
banana,RF,0.3,0.8826037735849056,0.8804556624153067,0.8810932480918485,0.76272245645685
banana,RF,0.4,0.8854716981132075,0.8838988379002058,0.884148761504434,0.7684447605144974
banana,RF,0.5,0.887622641509434,0.8856510269129968,0.8862151038740034,0.7726336914937085
banana,RF,0.6,0.8875849056603773,0.8855773881081678,0.8861724509910156,0.7725711095723693
banana,RF,0.7,0.887622641509434,0.8854222802581215,0.8861660555767296,0.7726253925998889
banana,RF,0.8,0.8903396226415093,0.8879872021629888,0.888872959597127,0.778082075787226
banana,RF,0.9,0.8904150943396226,0.8883553386118365,0.8890138502374759,0.7783165997692425
banana,RF,0.99,0.8904528301886792,0.8881765673147342,0.8890088489924277,0.7782932504398273
banana,RotF,0.05,0.8619622641509433,0.8579307092815984,0.8595492166330263,0.7212261366760563
banana,RotF,0.1,0.8753207547169811,0.8726719428668813,0.8736027860791218,0.7477951655806246
banana,RotF,0.15,0.8791320754716981,0.8765126182020847,0.8774583121703168,0.755708092909004
banana,RotF,0.2,0.8813584905660378,0.8790983247891593,0.8797888133738981,0.7602080162632042
banana,RotF,0.3,0.881245283018868,0.8790824915824915,0.8797233402777435,0.7599198356592284
banana,RotF,0.4,0.8831698113207548,0.8816706739073361,0.8818450501333668,0.7637890035176864
banana,RotF,0.5,0.882943396226415,0.8813629339450133,0.8815873532940637,0.7633241087519159
banana,RotF,0.6,0.8829056603773585,0.8813918367440939,0.8815721532561266,0.7632380056371906
banana,RotF,0.7,0.8836981132075472,0.8818418452652379,0.8822798059366042,0.7648067091216613
banana,RotF,0.8,0.8863018867924529,0.8843278314379546,0.8848872020469385,0.7699939224983756
banana,RotF,0.9,0.8847169811320754,0.8828283404035797,0.8833101971680613,0.7667868155435241
banana,RotF,0.99,0.8846415094339622,0.8828545947389997,0.8832635503351195,0.7666309968859385
banana,SSRF,0.05,0.8288301886792453,0.8205913443601542,0.8237597428701189,0.6564473254704127
banana,SSRF,0.1,0.8680377358490567,0.863460528679407,0.8655840155312549,0.7333145527010487
banana,SSRF,0.15,0.8750943396226415,0.8713624503125187,0.8730598173932098,0.7474644376434294
banana,SSRF,0.2,0.8807547169811322,0.8766422777708687,0.8786608208256856,0.758976731005052
banana,SSRF,0.3,0.884867924528302,0.8815216690387689,0.8830630010612198,0.7672783288523861
banana,SSRF,0.4,0.8894339622641511,0.8870796427567974,0.8879592140774417,0.7762931367313418
banana,SSRF,0.5,0.8903773584905661,0.8872483959522264,0.888703848668816,0.7781719745285975
banana,SSRF,0.6,0.8922641509433962,0.8890214847978186,0.89059157371003,0.7819707992174483
banana,SSRF,0.7,0.8921132075471698,0.8887427052098735,0.8904083945582052,0.7817621045506171
banana,SSRF,0.8,0.8955471698113208,0.8920599635202919,0.893858275595519,0.7887063744965771
banana,SSRF,0.9,0.8949056603773584,0.8913365874891183,0.8931790995392943,0.7874673683472214
banana,SSRF,0.99,0.8936603773584906,0.8901606696237339,0.8919396538014235,0.7848987551919591
banana,SSRotF,0.05,0.8565283018867925,0.850947228785806,0.8533676565717923,0.7110347687024652
banana,SSRotF,0.1,0.8789056603773584,0.8749980424399029,0.8768427011559116,0.755275092558641
banana,SSRotF,0.15,0.8862641509433962,0.8832918791195125,0.8845830571162269,0.7699806709095848
banana,SSRotF,0.2,0.8878113207547169,0.8843548918275321,0.8860009005678158,0.7732249038430563
banana,SSRotF,0.3,0.889132075471698,0.8860567024554712,0.8874524259389741,0.7759377886480762
banana,SSRotF,0.4,0.8928301886792452,0.890662438336857,0.8914307674440132,0.7832945883145724
banana,SSRotF,0.5,0.8941509433962265,0.8912993938472734,0.8925910933045206,0.7858235512119046
banana,SSRotF,0.6,0.8951320754716982,0.892267464890584,0.8935899053069365,0.7877810823721273
banana,SSRotF,0.7,0.8955849056603773,0.8923860124270521,0.8939626346829899,0.7888684989309407
banana,SSRotF,0.8,0.8983396226415093,0.895221768528882,0.8967760683185073,0.7943153428652552
banana,SSRotF,0.9,0.8969433962264152,0.893688192918699,0.8953183155837452,0.791585922284666
banana,SSRotF,0.99,0.8986792452830189,0.8954822391723896,0.8970994200932594,0.7950773989334688
banana,ST(RF),0.05,0.8344150943396226,0.8293680650554796,0.831196033773792,0.665523647060536
banana,ST(RF),0.1,0.8672830188679246,0.8635968669826399,0.8651464757026492,0.7317702654235331
banana,ST(RF),0.15,0.8753584905660377,0.872114556416882,0.8734771805823585,0.747866465512064
banana,ST(RF),0.2,0.8818867924528302,0.8785674805510647,0.8800250728965192,0.7612828152460303
banana,ST(RF),0.3,0.8807547169811321,0.8784485875628146,0.8791633406598984,0.7591318559877145
banana,ST(RF),0.4,0.8875471698113208,0.8856299543543045,0.8861527373779301,0.7727079855006573
banana,ST(RF),0.5,0.8887547169811321,0.8863693938933338,0.8872545871679709,0.7748951659183743
banana,ST(RF),0.6,0.8903396226415093,0.8881291828453252,0.888903683548401,0.7781097651001457
banana,ST(RF),0.7,0.8901132075471698,0.887742564726149,0.8886373352191775,0.777697948516236
banana,ST(RF),0.8,0.8914716981132076,0.8890762964805372,0.8900078332821961,0.7803313587968923
banana,ST(RF),0.9,0.890188679245283,0.8880239352024578,0.8887614597123632,0.7778233948881909
banana,ST(RF),0.99,0.8887547169811321,0.8865823649168382,0.8873135054850337,0.7749161203848391
banana,ST(RotF),0.05,0.8639622641509433,0.8596013140985781,0.8615042724913783,0.7251405277951315
banana,ST(RotF),0.1,0.882,0.8786937431773273,0.8801813755418403,0.7613317284312483
banana,ST(RotF),0.15,0.8829056603773585,0.880098234971696,0.8811989620427362,0.7634624056136946
banana,ST(RotF),0.2,0.8861886792452831,0.8838229536587949,0.8846571608755849,0.7698865905284016
banana,ST(RotF),0.3,0.8856981132075472,0.8832521521646008,0.8841490184939197,0.7689115208102153
banana,ST(RotF),0.4,0.8865660377358491,0.8846855467580502,0.8851707652101206,0.7705965866433959
banana,ST(RotF),0.5,0.8880377358490567,0.8862244192955547,0.8866698021628128,0.773544660328062
banana,ST(RotF),0.6,0.8859999999999999,0.8843145315443538,0.88465187152196,0.7694290093542195
banana,ST(RotF),0.7,0.8873584905660378,0.8853564141183841,0.8859422464175838,0.7721365270588378
banana,ST(RotF),0.8,0.8879622641509434,0.886148132027065,0.886603656889851,0.7733917938279145
banana,ST(RotF),0.9,0.8838867924528302,0.8819181901090246,0.8824500771471046,0.7650938984358666
banana,ST(RotF),0.99,0.8855849056603773,0.883812129502964,0.8842200966804603,0.7685229990171611
banana,Tri(RF),0.05,0.8400754716981131,0.8342219504668205,0.8365833328670883,0.6773666661636476
banana,Tri(RF),0.1,0.8718867924528302,0.8680137558899528,0.8697583327482459,0.7410011823041736
banana,Tri(RF),0.15,0.8769811320754718,0.8740820770403535,0.8752257698418985,0.751204089708504
banana,Tri(RF),0.2,0.8838867924528302,0.8811846232502868,0.8822284223228701,0.7652338527874771
banana,Tri(RF),0.3,0.8833584905660377,0.8810765544178677,0.8818112856029419,0.7643389220833124
banana,Tri(RF),0.4,0.8877735849056604,0.8862374313126707,0.8864771319723468,0.7731443201938002
banana,Tri(RF),0.5,0.889245283018868,0.8870427369914374,0.8878013116631497,0.7758769331928809
banana,Tri(RF),0.6,0.8904905660377359,0.8883685233548434,0.8890779112761906,0.7784106818069163
banana,Tri(RF),0.7,0.889056603773585,0.8867849723868876,0.8875905225883152,0.7756401172873142
banana,Tri(RF),0.8,0.892,0.8897680636736724,0.8905796882207762,0.7814386390674649
banana,Tri(RF),0.9,0.8897358490566039,0.8877634069836532,0.8883540766737699,0.7769230710159482
banana,Tri(RF),0.99,0.8903773584905661,0.8882659241756368,0.888972376375099,0.7781707790323582
banana,Tri(RotF),0.05,0.8652075471698113,0.8608955491992427,0.8627440579762226,0.7279635415272808
banana,Tri(RotF),0.1,0.8809811320754717,0.8779281068781752,0.8792044959170694,0.7593387121030928
banana,Tri(RotF),0.15,0.8833207547169811,0.8806243004601418,0.8816688186807042,0.7642860182064363
banana,Tri(RotF),0.2,0.8852075471698113,0.882823331352743,0.8836505498679127,0.7679950340409192
banana,Tri(RotF),0.3,0.8848301886792453,0.882544436614204,0.8833054002770885,0.7671852363570147
banana,Tri(RotF),0.4,0.8855471698113208,0.8839041348275274,0.8842018823555609,0.7686036345385446
banana,Tri(RotF),0.5,0.8863018867924529,0.8847458856692784,0.8849814239904988,0.7701336221473989
banana,Tri(RotF),0.6,0.8860754716981132,0.8842409503148216,0.8846959727808926,0.7695100095690259
banana,Tri(RotF),0.7,0.8861886792452831,0.8842725591528602,0.8847806628437054,0.7697991734844625
banana,Tri(RotF),0.8,0.887622641509434,0.8857535685169065,0.8862504067484005,0.7726624375562159
banana,Tri(RotF),0.9,0.8848301886792452,0.8828836126886742,0.8834097197940325,0.7669854957776804
banana,Tri(RotF),0.99,0.8847547169811321,0.8828862035770382,0.8833561181329153,0.7668254203536793
